Price,Bedrooms,Bathrooms,SqFt,City,State,Year_Built,Type,Garage,Lot_Area
969288,4,3,2722,Melbourne,SA,1980,House,0,1900
1788532,4,3,3690,Melbourne,VIC,1952,Townhouse,0,4538
728648,2,3,3740,Brisbane,NSW,1956,Apartment,0,5951
1900075,1,2,992,Melbourne,SA,1977,House,0,2540
1146913,5,1,2752,Sydney,WA,1987,Townhouse,0,1245
1594559,2,2,2462,Adelaide,QLD,1991,Townhouse,0,7786
1565071,3,1,2494,Perth,SA,1974,House,0,7943
207681,5,3,2483,Sydney,QLD,2006,Apartment,0,1950
1397493,2,2,1939,Adelaide,QLD,1950,Apartment,1,4171
902861,2,1,2226,Brisbane,QLD,1981,Apartment,0,8112
389258,4,1,2177,Melbourne,NSW,2005,Apartment,0,3882
1779487,2,1,1791,Brisbane,SA,2003,Townhouse,1,2927
1787073,3,2,1309,Sydney,QLD,1994,Apartment,1,4530
1492159,2,1,2631,Brisbane,VIC,1951,House,0,6251
146612,1,3,2721,Sydney,NSW,1953,Apartment,0,6357
1769975,1,3,3800,Sydney,SA,1986,Apartment,0,8351
829585,2,1,3429,Sydney,SA,1967,Townhouse,1,7460
653637,4,1,2496,Perth,SA,1981,Apartment,1,2983
1340602,4,1,1924,Perth,SA,1965,Townhouse,1,8312
1580740,2,3,875,Brisbane,VIC,1966,Townhouse,0,3284
1599635,1,2,2366,Sydney,NSW,2015,Townhouse,1,5915
1882890,5,2,2502,Melbourne,NSW,1982,Apartment,1,5311
328180,4,1,1318,Melbourne,SA,2002,House,1,7974
587068,1,3,2054,Brisbane,VIC,1993,Apartment,1,1933
275802,5,2,1504,Perth,NSW,1994,Townhouse,1,7538
510283,4,2,3301,Melbourne,WA,2012,Townhouse,0,4727
294925,3,1,3006,Perth,QLD,1972,Apartment,1,3642
672888,4,3,926,Perth,NSW,2004,Apartment,1,7723
1731605,1,3,3654,Brisbane,SA,2000,House,1,4294
980920,2,1,2143,Melbourne,SA,1953,Townhouse,0,1729
1571343,4,3,941,Sydney,NSW,1982,Townhouse,0,4770
915657,2,1,3920,Sydney,QLD,1965,House,1,8997
292550,1,3,3961,Sydney,WA,2011,Townhouse,1,5448
1425070,4,2,2024,Melbourne,SA,2007,House,1,6620
335765,1,2,2445,Brisbane,SA,2019,Apartment,0,4109
679361,2,1,2930,Brisbane,NSW,1988,Apartment,0,5125
1151948,3,2,2227,Adelaide,QLD,2006,Apartment,0,4127
1963497,5,3,3484,Sydney,SA,1988,House,1,5584
1935732,5,1,1539,Brisbane,WA,2016,Townhouse,0,1590
425779,4,1,2027,Adelaide,NSW,1988,Apartment,0,4092
1667021,2,1,1715,Perth,VIC,1989,Townhouse,1,6360
1068333,5,2,2270,Sydney,SA,1973,House,0,1852
1780767,1,3,3771,Brisbane,SA,1985,Townhouse,1,6028
323527,3,3,2721,Melbourne,WA,1971,Townhouse,1,2510
738875,1,2,3875,Sydney,NSW,2001,House,0,7025
506433,5,1,1301,Brisbane,SA,1965,House,1,2418
963625,3,2,1602,Brisbane,SA,1972,Townhouse,1,2993
811191,4,2,2702,Adelaide,WA,1958,Townhouse,1,9135
1035614,1,1,3547,Sydney,VIC,2011,Townhouse,1,2759
1016861,2,1,2774,Adelaide,SA,2012,Townhouse,1,8127
1806924,3,3,2273,Melbourne,QLD,2005,House,1,6818
1087856,2,3,1191,Sydney,SA,1994,Apartment,0,9793
514869,5,1,1852,Brisbane,QLD,1972,Townhouse,0,1607
1178705,5,1,2829,Melbourne,SA,1991,Apartment,1,4103
1751143,2,3,3173,Melbourne,NSW,2016,Apartment,1,6784
605864,4,2,1069,Brisbane,NSW,2014,Townhouse,1,9399
1080452,4,2,2689,Perth,QLD,2002,House,0,9746
914173,2,3,1977,Melbourne,NSW,1959,Townhouse,1,8240
1166781,5,1,2023,Perth,SA,2009,Townhouse,1,7534
928802,4,2,3288,Sydney,WA,1963,House,0,1382
1508830,4,1,3267,Melbourne,SA,1951,House,1,3473
1796720,2,1,825,Melbourne,WA,2001,House,1,7881
212247,2,3,2997,Sydney,QLD,1953,Townhouse,1,7619
1675834,1,1,3568,Perth,QLD,1962,Townhouse,1,6754
608137,4,1,2429,Brisbane,VIC,1982,Apartment,1,4356
935875,3,2,1387,Sydney,NSW,2020,House,1,3531
705299,2,3,3861,Melbourne,WA,1963,House,0,4026
1550452,5,2,3012,Brisbane,NSW,1968,Townhouse,0,1399
302182,5,1,1780,Sydney,SA,1999,Apartment,1,6565
1686537,3,2,1196,Sydney,WA,1982,House,1,1343
1068300,3,2,1599,Melbourne,SA,1959,Apartment,0,7712
1783964,1,2,3410,Brisbane,VIC,1974,Townhouse,1,6451
212116,2,1,3338,Sydney,QLD,1985,House,0,1134
885252,3,3,1335,Brisbane,QLD,1992,Apartment,1,1254
1790587,3,3,2485,Brisbane,VIC,1999,Townhouse,1,3384
487418,4,3,3070,Melbourne,QLD,1956,Apartment,1,4408
1085981,1,3,967,Perth,VIC,1953,Apartment,1,5664
776596,2,1,994,Perth,SA,1977,Apartment,0,8880
984302,5,3,2696,Perth,VIC,2009,House,1,8184
602381,1,1,2569,Brisbane,SA,1951,Townhouse,1,2952
1558040,1,3,807,Adelaide,QLD,2020,Townhouse,0,2277
241602,2,2,2861,Melbourne,QLD,1951,Apartment,1,2831
1636914,3,3,3253,Sydney,SA,1958,Townhouse,1,9347
1548563,2,1,3128,Sydney,VIC,1970,Townhouse,0,6485
875334,2,1,2199,Sydney,SA,1956,Apartment,0,2132
1790834,2,1,1828,Adelaide,VIC,1969,Apartment,0,1798
1078413,4,1,2997,Melbourne,WA,1990,House,0,5102
348899,4,3,2600,Melbourne,WA,1961,Townhouse,0,7001
760400,2,2,3339,Brisbane,QLD,1990,Townhouse,0,6619
990310,4,2,3466,Brisbane,QLD,1957,Apartment,1,9951
1968940,1,1,1224,Melbourne,VIC,2009,House,0,9664
423114,2,1,1026,Melbourne,SA,1981,Apartment,1,4293
385566,5,2,889,Melbourne,NSW,1976,Townhouse,1,7337
853353,1,1,2241,Brisbane,WA,1993,Apartment,1,4072
698897,2,2,1119,Melbourne,VIC,1958,Apartment,0,2535
1232089,4,3,1881,Brisbane,SA,1981,Apartment,1,5355
143201,5,3,3687,Brisbane,QLD,2001,Apartment,1,2496
936923,5,2,924,Melbourne,SA,1984,House,1,4950
895281,1,1,1176,Adelaide,NSW,1996,House,1,3173
766521,3,3,3998,Perth,QLD,1964,Townhouse,0,1832
1508624,1,1,2016,Perth,QLD,1980,Townhouse,1,2367
1470047,4,1,2803,Perth,VIC,2000,House,0,3508
941135,5,2,1566,Sydney,SA,1967,Apartment,0,9443
755121,2,2,900,Brisbane,NSW,2014,Apartment,0,9064
1488524,3,1,3486,Brisbane,QLD,1966,Apartment,1,6595
1446231,4,3,2672,Melbourne,NSW,1997,House,1,1461
1530925,1,1,1046,Melbourne,QLD,1950,House,1,4943
815982,3,3,1785,Melbourne,QLD,2017,Apartment,1,9938
1994550,2,1,2932,Sydney,WA,1977,Apartment,0,6296
1354393,4,2,3672,Melbourne,VIC,1981,Townhouse,0,6934
1655235,3,1,1410,Sydney,VIC,1964,House,0,5431
1047453,2,2,2880,Adelaide,SA,1976,House,0,8523
1319813,1,1,3898,Melbourne,VIC,2001,Apartment,0,3519
312577,3,3,2947,Melbourne,QLD,2008,House,1,7412
798339,3,3,1119,Sydney,QLD,1966,House,1,6611
1737230,4,2,1185,Adelaide,WA,2002,Townhouse,1,1531
472635,1,3,3570,Perth,NSW,2011,Townhouse,0,4944
377896,2,1,2106,Melbourne,WA,1953,House,1,2729
1907649,2,3,1308,Sydney,QLD,1969,Townhouse,0,7483
119958,2,1,2178,Sydney,NSW,1966,Apartment,1,5361
103015,3,2,1016,Adelaide,SA,2000,House,1,4868
1350617,1,3,1963,Adelaide,SA,1967,Townhouse,1,9644
842281,3,3,3141,Sydney,NSW,1979,Townhouse,1,2189
1504810,1,2,2837,Adelaide,NSW,2013,Townhouse,0,5677
1191364,3,2,1559,Brisbane,QLD,2017,House,1,5640
1336501,1,1,1982,Sydney,QLD,2008,Townhouse,1,8649
1386730,3,3,963,Melbourne,SA,1998,House,1,7404
1405332,2,3,2621,Brisbane,QLD,1995,Apartment,0,8819
440618,1,2,2826,Sydney,NSW,2013,Apartment,1,3020
1985832,5,2,2667,Brisbane,SA,1979,Apartment,1,8178
1636973,2,1,3263,Adelaide,VIC,1959,Apartment,0,8446
1155860,4,2,3114,Adelaide,WA,1998,Townhouse,1,3946
797989,2,1,2548,Adelaide,QLD,1985,Townhouse,1,3473
1733160,4,3,2050,Sydney,WA,1953,Townhouse,1,4751
630529,1,1,3609,Perth,WA,1998,Townhouse,1,4583
1045506,2,2,3728,Perth,QLD,2016,Townhouse,1,7932
1402334,2,2,1935,Perth,NSW,1966,Townhouse,0,4967
889995,4,3,3340,Adelaide,WA,2016,House,0,9716
1533386,4,1,2842,Sydney,VIC,1989,Apartment,0,6907
1948266,3,1,3847,Brisbane,SA,2005,Apartment,0,1809
1302609,2,2,1460,Brisbane,VIC,2019,Apartment,0,4315
1585350,4,2,3363,Sydney,NSW,1974,House,0,7074
863226,5,1,1574,Sydney,SA,2001,House,0,8976
174189,2,2,2303,Adelaide,SA,1978,Apartment,0,4271
1845527,2,3,1181,Melbourne,NSW,1996,Townhouse,0,6771
1245523,3,1,1202,Melbourne,SA,2010,Apartment,0,2504
1889693,2,1,3631,Melbourne,QLD,1965,Apartment,1,1953
536942,5,1,3262,Adelaide,SA,1986,House,1,4791
943600,1,3,1125,Melbourne,NSW,1972,Townhouse,1,2813
456345,3,3,1825,Perth,WA,1986,Townhouse,1,6172
392073,4,2,3276,Adelaide,QLD,1963,Apartment,1,8509
579616,1,2,2330,Adelaide,WA,1988,House,1,9313
1471847,1,3,3991,Perth,NSW,2007,House,1,3489
927687,5,2,1420,Adelaide,NSW,1980,House,0,4620
1668342,2,3,2462,Perth,NSW,2016,House,0,9567
1341229,1,2,1426,Adelaide,SA,1980,House,0,2108
140781,4,3,2119,Melbourne,QLD,2011,Townhouse,0,9247
821330,3,3,1329,Adelaide,NSW,1995,House,0,4539
298882,5,3,2345,Sydney,SA,1985,House,0,7142
1378570,3,1,2214,Adelaide,VIC,1972,House,0,7999
658587,4,3,2342,Melbourne,QLD,1973,House,1,7919
964983,5,1,2220,Sydney,SA,1986,House,1,4001
514374,3,1,1868,Sydney,QLD,1980,Townhouse,0,3443
1844837,2,1,3509,Adelaide,SA,2020,House,0,5714
1633097,4,2,3328,Melbourne,SA,1990,Apartment,1,8321
897923,5,3,2233,Brisbane,SA,1992,Townhouse,1,7219
1262331,5,1,1291,Perth,VIC,2012,Apartment,0,6581
965980,5,1,3536,Perth,WA,1962,Apartment,0,6093
252668,1,1,2610,Melbourne,VIC,2006,Apartment,1,2420
813970,5,1,1235,Adelaide,NSW,1981,Townhouse,0,1002
1313452,4,2,2976,Sydney,SA,1958,House,0,8629
405795,5,2,2232,Sydney,SA,1969,Apartment,1,4853
988430,1,2,2958,Melbourne,VIC,2003,Apartment,1,1052
933915,1,2,2617,Perth,SA,1953,Apartment,0,2546
983987,5,3,2482,Perth,SA,2019,Apartment,0,4690
1820362,4,1,3402,Perth,VIC,1976,Apartment,0,2699
959818,1,3,1075,Adelaide,VIC,2022,House,0,7201
1646480,5,1,1608,Brisbane,NSW,1985,House,1,6764
827219,3,1,2058,Brisbane,QLD,2004,Apartment,0,9092
1936819,3,1,3743,Melbourne,WA,2012,House,0,2369
1626939,2,2,1623,Adelaide,NSW,1963,Townhouse,0,2203
1242837,2,2,2963,Adelaide,QLD,1950,Townhouse,1,7700
1913387,3,2,2296,Melbourne,SA,1998,Apartment,0,9334
1095527,2,1,3464,Sydney,QLD,1994,Townhouse,0,6949
1065560,4,1,3819,Adelaide,VIC,2010,Townhouse,0,5541
1424695,3,2,3032,Adelaide,VIC,1990,Apartment,0,9524
1322303,3,3,2720,Brisbane,WA,1989,Apartment,0,8771
1546366,3,2,1941,Adelaide,SA,1994,Townhouse,1,4648
898319,4,2,2355,Melbourne,NSW,2003,House,1,4426
271819,1,1,1037,Perth,QLD,1984,Townhouse,1,8474
636222,5,3,3475,Melbourne,WA,1951,Apartment,1,6925
1649045,5,1,2327,Sydney,NSW,2000,Apartment,1,9118
1879696,5,1,3465,Perth,SA,1996,House,0,2382
1111644,2,3,3627,Melbourne,SA,1956,Apartment,1,6060
1398503,4,2,2650,Adelaide,SA,1996,Townhouse,1,8318
1574961,1,2,2692,Perth,NSW,1998,Townhouse,0,1667
186102,4,1,1270,Adelaide,NSW,1995,Apartment,0,8617
1327467,5,1,3269,Brisbane,QLD,1987,Townhouse,1,6615
1314856,2,2,1481,Melbourne,WA,1976,House,0,5612
1013132,3,2,1535,Melbourne,WA,1980,House,0,5103
910018,1,2,995,Adelaide,WA,2012,House,0,9271
220492,4,3,1174,Sydney,QLD,2004,House,0,3416
1651121,4,1,2786,Adelaide,QLD,1950,House,1,7014
1070858,4,3,1181,Melbourne,QLD,1986,Apartment,1,3177
853167,4,3,1043,Melbourne,QLD,1997,Apartment,1,1091
1222799,2,1,909,Perth,SA,1974,Townhouse,0,3913
1595780,1,2,3152,Perth,QLD,2021,Townhouse,0,5919
622004,2,3,1914,Melbourne,VIC,2008,House,0,5813
307154,1,3,1912,Brisbane,NSW,1980,Townhouse,0,1373
1141379,4,1,1329,Brisbane,SA,1990,House,0,6299
1805138,4,1,3786,Sydney,VIC,1954,Apartment,1,4637
1512204,5,2,2491,Adelaide,VIC,1976,Townhouse,0,2386
1974588,1,1,2880,Brisbane,WA,1976,Townhouse,0,5109
1074278,5,3,1722,Sydney,VIC,1994,Townhouse,0,6912
644422,1,1,3547,Melbourne,QLD,1979,Townhouse,1,4481
603915,2,2,2031,Perth,NSW,2018,House,0,7294
1547607,3,2,3916,Sydney,WA,2004,Apartment,0,7150
118732,5,1,1210,Brisbane,NSW,1967,Townhouse,0,7326
1202133,2,2,3827,Brisbane,NSW,1989,Townhouse,1,1737
1097113,3,3,2653,Melbourne,NSW,1998,Townhouse,1,8349
1457241,5,2,2540,Sydney,VIC,1998,Apartment,0,5622
975275,5,3,860,Sydney,QLD,2015,House,0,1374
1185975,5,1,981,Perth,WA,1978,House,1,1444
534549,3,2,1746,Perth,VIC,2012,Apartment,0,7157
123154,2,3,899,Perth,NSW,1971,House,0,4101
1758633,2,3,1445,Adelaide,SA,1952,Townhouse,0,5537
1845771,1,3,3648,Sydney,NSW,1994,Apartment,0,2234
1549780,3,3,2703,Brisbane,QLD,2012,Townhouse,0,7108
1934379,4,1,1824,Adelaide,VIC,1995,House,0,7357
281254,1,3,2786,Adelaide,NSW,1985,Townhouse,0,7009
1708905,5,1,3098,Adelaide,WA,1986,Apartment,1,6220
1041956,5,2,3584,Brisbane,NSW,1958,House,1,1897
1254597,5,3,1633,Brisbane,NSW,1986,Apartment,1,9412
604391,5,3,3591,Brisbane,VIC,1974,Apartment,1,7948
453219,4,1,1208,Melbourne,NSW,2011,Townhouse,0,3508
940297,5,1,2877,Melbourne,WA,1967,Townhouse,1,4924
473141,3,3,1512,Sydney,QLD,2020,House,0,6447
857903,2,1,833,Adelaide,NSW,2009,Townhouse,0,7325
390525,4,2,3810,Adelaide,WA,2006,Townhouse,0,1895
1897224,2,1,2403,Brisbane,QLD,1992,House,1,8534
1081638,1,1,1305,Perth,WA,1968,House,0,3697
1651942,4,3,1077,Brisbane,VIC,2013,House,0,8154
1055360,4,2,1274,Brisbane,NSW,1998,Apartment,1,9642
268337,4,3,1556,Adelaide,QLD,1992,Townhouse,1,9043
1938271,5,2,1049,Melbourne,QLD,2001,House,0,2232
1469705,4,2,1242,Melbourne,VIC,1958,Townhouse,1,4249
321069,2,1,3000,Adelaide,WA,1963,Apartment,1,4805
1219672,4,1,2498,Melbourne,VIC,2000,Apartment,1,3612
116031,5,3,2754,Melbourne,NSW,1986,House,1,8884
1580295,4,3,3414,Brisbane,QLD,1978,House,1,6818
1212043,1,1,2768,Melbourne,SA,2007,Apartment,1,2809
273786,2,1,1566,Melbourne,WA,1961,Apartment,0,8899
1852757,1,3,3434,Melbourne,VIC,2021,House,1,6126
1390987,2,3,3205,Adelaide,QLD,2012,House,1,2322
607545,5,2,3891,Melbourne,NSW,2009,Apartment,1,1776
649918,5,1,1938,Sydney,WA,1999,Townhouse,1,8122
1601579,1,1,3929,Adelaide,VIC,1970,Townhouse,1,6100
111002,5,1,3769,Brisbane,NSW,1965,Apartment,0,5199
1414634,1,3,2347,Melbourne,QLD,2014,Townhouse,1,9463
1366590,4,1,2841,Brisbane,VIC,1970,Townhouse,1,5749
1391949,5,1,3566,Brisbane,NSW,2014,House,1,9841
1389575,1,3,3951,Melbourne,SA,2016,Apartment,1,6573
273374,5,2,1807,Adelaide,WA,1992,Townhouse,1,8393
787216,4,1,3811,Sydney,QLD,2004,Townhouse,1,3553
1757588,2,3,2831,Sydney,VIC,1973,Apartment,1,9714
1640062,1,3,3401,Sydney,QLD,2000,Apartment,1,7881
657325,5,1,1484,Perth,SA,1950,House,0,5664
1336734,2,3,1200,Perth,WA,1966,Townhouse,1,6056
301910,4,3,803,Sydney,SA,1999,Townhouse,0,5338
447405,3,1,2533,Perth,NSW,1957,Townhouse,0,4137
1232360,4,2,3119,Brisbane,VIC,1999,Apartment,0,3532
1277503,4,3,1588,Perth,WA,1982,Apartment,0,7523
846156,2,1,872,Sydney,WA,1989,Apartment,0,8998
619049,2,2,1066,Adelaide,SA,1965,Townhouse,0,9616
1675918,4,3,2416,Sydney,QLD,1993,House,1,8411
1451642,2,1,2848,Sydney,WA,1999,Townhouse,0,7071
741250,2,1,1865,Adelaide,NSW,2006,Apartment,0,2999
891346,4,3,3998,Brisbane,WA,1999,House,0,7908
597998,4,2,2468,Perth,QLD,2020,Townhouse,1,4641
1982894,5,1,3320,Perth,VIC,1962,Apartment,0,2945
1636773,2,3,1125,Sydney,VIC,1950,House,0,5285
618287,3,3,1766,Perth,NSW,1978,House,0,6434
1384148,5,3,1709,Brisbane,QLD,1952,Townhouse,1,1067
881359,3,2,3399,Adelaide,NSW,1979,Townhouse,1,2107
1993149,2,3,3725,Melbourne,NSW,1952,Apartment,1,1938
1000490,4,2,1782,Brisbane,NSW,1983,Apartment,1,9830
887455,4,1,1068,Melbourne,SA,2002,Townhouse,0,6970
1579181,4,3,2055,Perth,NSW,2009,Apartment,1,3607
367831,5,3,1835,Brisbane,WA,1950,House,1,8438
136369,5,1,3482,Perth,NSW,2013,House,1,9043
980593,2,3,3626,Perth,WA,1972,Townhouse,0,9021
1904420,3,3,1056,Perth,QLD,1969,Townhouse,1,8993
751157,1,2,2788,Adelaide,SA,1969,Apartment,0,9584
272164,3,3,924,Melbourne,WA,1958,Townhouse,1,2924
816121,3,2,1545,Perth,SA,1985,Townhouse,1,7471
1688670,2,2,1061,Perth,NSW,1963,House,0,3008
1702434,4,1,1916,Sydney,NSW,2004,Apartment,1,7431
1324519,3,3,1333,Melbourne,SA,1996,Apartment,1,8953
315992,3,2,3695,Melbourne,QLD,2010,House,1,2109
1278027,5,3,1358,Melbourne,WA,1950,House,0,1909
516573,5,3,1308,Adelaide,WA,2007,House,1,6239
500047,2,3,3852,Perth,WA,2009,Townhouse,0,8421
1560991,2,3,1580,Melbourne,WA,2018,Townhouse,1,7833
1759548,5,1,2326,Brisbane,SA,2020,Apartment,0,9114
1696850,5,3,3841,Brisbane,NSW,2012,Apartment,1,4982
1797179,1,3,2700,Perth,VIC,2004,Townhouse,1,6567
513613,3,3,1341,Perth,QLD,1963,Townhouse,0,3660
950135,2,3,995,Perth,VIC,1952,Townhouse,1,4787
224221,1,2,1598,Perth,NSW,2010,Townhouse,1,8119
1759099,1,3,2230,Melbourne,VIC,1987,Apartment,1,1695
304415,1,1,3825,Brisbane,QLD,1950,Townhouse,0,4616
273376,1,2,2277,Brisbane,NSW,1961,Townhouse,0,8887
680808,1,1,3525,Melbourne,QLD,2013,House,1,1750
915646,5,1,3897,Perth,QLD,1986,Townhouse,0,8583
880428,2,2,2423,Melbourne,WA,2001,Apartment,1,8624
563016,3,3,815,Melbourne,QLD,1962,Townhouse,0,2991
1982090,2,1,3374,Brisbane,WA,1996,Townhouse,1,5740
1047333,4,2,1058,Sydney,NSW,1987,House,1,8498
1113322,4,1,2409,Perth,NSW,1999,House,1,4551
1400520,2,1,3278,Adelaide,WA,2021,House,0,7225
590416,3,2,2829,Brisbane,QLD,1958,Apartment,1,5378
1739326,4,3,2528,Brisbane,WA,2011,Townhouse,1,7401
1973224,1,3,2554,Perth,SA,1967,Townhouse,0,3663
466307,3,2,2739,Melbourne,SA,1958,Apartment,0,1413
1912048,1,3,2718,Adelaide,SA,1951,Townhouse,0,5572
434761,2,1,3600,Perth,WA,2010,House,1,4435
870789,5,1,2679,Brisbane,VIC,1981,Townhouse,1,6690
234539,4,2,2198,Melbourne,WA,1993,Apartment,0,3255
1214088,4,2,3214,Perth,VIC,1955,House,1,5316
292382,1,1,2521,Perth,NSW,1970,Apartment,1,8825
570133,2,1,2756,Melbourne,WA,1985,House,1,3152
1530769,5,3,1015,Perth,SA,1958,House,0,8285
907010,2,1,1399,Sydney,NSW,1991,Townhouse,0,6394
389382,1,1,1242,Brisbane,SA,2021,Apartment,0,8491
827420,4,1,1149,Perth,QLD,1970,Apartment,0,4480
1395007,4,3,1946,Melbourne,SA,1964,House,0,2911
756467,3,1,3372,Brisbane,SA,1955,Townhouse,1,7211
1740414,4,1,2641,Brisbane,WA,1976,House,0,1604
888825,2,2,1803,Brisbane,SA,1957,House,0,4689
1701703,4,3,2478,Melbourne,NSW,1988,House,0,3713
1417333,1,1,1299,Adelaide,QLD,1981,Apartment,0,1977
1935500,3,2,1801,Melbourne,WA,1962,House,1,9946
109839,2,1,2724,Adelaide,VIC,2008,Apartment,1,3485
1207452,2,3,1358,Sydney,VIC,2002,House,1,8800
1394821,1,2,1328,Brisbane,SA,2006,House,0,8324
953077,3,2,2074,Adelaide,VIC,1952,Apartment,1,5671
862424,1,1,3179,Brisbane,WA,1978,Townhouse,0,9415
211864,3,2,2669,Brisbane,QLD,1995,House,1,1967
242333,3,1,3126,Perth,SA,1959,Apartment,1,7791
614027,2,3,1205,Sydney,QLD,2010,House,0,8123
1374144,1,3,3994,Sydney,NSW,1971,House,0,5807
1260443,2,1,3985,Brisbane,VIC,2020,House,0,8440
1069727,5,3,3513,Adelaide,WA,1956,Apartment,1,3194
1683182,1,1,3164,Brisbane,NSW,1966,Townhouse,0,3231
201081,2,1,853,Perth,VIC,2015,House,1,7207
1888899,3,3,2705,Sydney,WA,1963,Townhouse,1,7804
920219,3,1,1270,Sydney,SA,1983,Townhouse,1,2403
1672353,3,2,3956,Perth,WA,2001,Apartment,1,7985
1629052,3,3,1438,Brisbane,QLD,1988,House,1,2132
1125115,4,2,3743,Brisbane,QLD,1991,Townhouse,1,9354
530871,5,2,2526,Sydney,QLD,1983,Apartment,0,7719
436612,4,2,2025,Melbourne,NSW,1961,House,0,3690
178306,5,1,3753,Adelaide,SA,1972,House,0,8313
1921046,2,1,3749,Sydney,QLD,1995,Townhouse,1,8054
591012,3,2,2410,Brisbane,SA,2016,Townhouse,0,5697
793688,5,1,3092,Adelaide,SA,2011,House,0,9985
382222,1,2,2631,Brisbane,QLD,1952,Townhouse,0,6931
600868,5,3,1247,Perth,SA,2002,Apartment,1,2493
672846,2,1,3995,Melbourne,SA,2005,Apartment,0,2756
1129327,5,1,3995,Melbourne,WA,1964,Apartment,1,3945
1633720,3,1,2353,Brisbane,QLD,1978,Townhouse,0,8713
1386129,3,1,1253,Adelaide,VIC,1987,Townhouse,1,5201
733599,1,1,2190,Brisbane,VIC,1992,House,1,2159
1397442,1,1,1269,Brisbane,VIC,1971,House,1,4521
576929,2,2,888,Sydney,SA,1965,Townhouse,0,1412
873321,2,2,2730,Perth,VIC,2001,Townhouse,0,1219
784808,1,2,1019,Adelaide,WA,1970,Townhouse,0,3281
1997588,1,1,2181,Brisbane,QLD,2003,Townhouse,0,8779
1542313,1,1,3542,Perth,SA,1960,House,0,1668
952718,5,2,3046,Adelaide,SA,2021,Apartment,1,2058
1456090,4,2,3487,Brisbane,SA,1951,Apartment,1,2134
615493,5,1,2724,Perth,WA,2020,House,0,3889
1535759,3,1,1910,Brisbane,QLD,1952,Apartment,1,1127
1788671,2,2,810,Melbourne,WA,1982,Townhouse,0,8210
1827578,5,1,2537,Adelaide,NSW,1969,Townhouse,0,8265
1364638,4,1,2116,Perth,WA,2004,Townhouse,1,9447
314165,2,1,1453,Adelaide,QLD,1989,House,1,7852
1836424,3,3,2206,Perth,NSW,1975,House,1,2250
563333,2,3,3461,Melbourne,NSW,2019,Townhouse,1,3485
1760331,4,1,902,Melbourne,SA,2021,Apartment,1,8660
1228296,2,3,3482,Brisbane,QLD,1984,Apartment,0,2722
1890936,4,3,1672,Melbourne,SA,1952,Townhouse,1,2845
1078120,4,3,1819,Melbourne,QLD,2016,Townhouse,1,3961
780295,1,3,1395,Sydney,WA,2009,Townhouse,1,1390
1196475,2,1,1954,Perth,SA,2017,Apartment,0,6836
1780819,2,1,3431,Brisbane,QLD,1956,Townhouse,1,7377
641810,1,2,1720,Melbourne,WA,1952,Townhouse,1,6427
203871,2,1,1826,Adelaide,QLD,1979,Townhouse,1,7911
220446,2,2,3558,Adelaide,NSW,1994,Apartment,1,7591
1139833,4,3,1786,Melbourne,WA,2002,Apartment,0,4654
628327,1,1,1391,Adelaide,WA,2004,Townhouse,0,3418
662549,4,3,1310,Perth,SA,1999,House,0,4979
477361,4,2,2048,Sydney,SA,1986,Townhouse,1,4107
925506,3,1,3045,Adelaide,SA,2004,Apartment,1,6142
846411,4,2,2599,Melbourne,SA,1952,Apartment,0,1345
988339,5,1,3745,Adelaide,VIC,1966,Townhouse,1,2197
686957,5,1,1267,Adelaide,SA,1964,Apartment,1,8746
1266269,3,3,3169,Brisbane,WA,1959,House,0,7182
1538432,5,2,3417,Adelaide,QLD,2021,Townhouse,0,7554
1817880,2,2,3057,Brisbane,VIC,1982,Apartment,1,8238
970752,1,2,2512,Sydney,SA,1979,House,1,9551
1209056,2,1,2438,Perth,NSW,1972,Apartment,0,5237
809773,2,1,1667,Perth,QLD,1993,Apartment,1,7933
888037,2,2,2949,Perth,SA,1994,Townhouse,1,1521
290455,3,3,1670,Perth,WA,2004,Apartment,1,8221
934861,2,2,1559,Adelaide,WA,2015,Townhouse,1,1202
296518,5,3,1203,Melbourne,SA,1956,Apartment,0,7403
1175815,3,3,1496,Adelaide,NSW,1984,House,0,7465
449755,1,1,3643,Brisbane,WA,1956,House,0,3207
1546144,4,3,2592,Melbourne,QLD,2003,Townhouse,0,7137
451756,1,1,1819,Melbourne,VIC,1985,Townhouse,0,2126
529194,1,2,1977,Melbourne,SA,1984,House,0,8398
1170517,3,3,952,Perth,NSW,1965,House,0,5872
680382,1,3,2294,Brisbane,SA,1970,House,0,2605
591277,4,3,2877,Adelaide,QLD,2001,Townhouse,1,6796
334885,2,3,3896,Sydney,SA,2022,Apartment,1,6668
1956521,3,1,1445,Melbourne,QLD,1984,House,1,2229
1280549,1,2,1326,Perth,WA,1996,House,0,4021
384120,4,2,3455,Adelaide,VIC,1966,House,0,2246
940761,4,3,3343,Perth,NSW,2004,Townhouse,1,5652
431193,5,2,3777,Melbourne,VIC,1986,House,0,8804
304697,3,3,2116,Melbourne,QLD,1965,Townhouse,0,1158
1035178,4,1,2629,Brisbane,SA,1964,Townhouse,0,4584
339600,2,1,1666,Perth,VIC,2008,Townhouse,0,1015
1897429,1,1,2091,Adelaide,SA,2004,Apartment,1,5107
1615507,1,1,2463,Melbourne,WA,2020,Townhouse,0,4739
1058911,4,2,1874,Brisbane,VIC,1981,Townhouse,1,4010
